0,1.798430,0.333879
1,1.526451,0.445856
2,1.362956,0.508468
3,1.257956,0.549161
4,1.175686,0.582025
5,1.101311,0.610985
6,1.049122,0.631322
7,1.005205,0.642863
8,0.963854,0.661773
9,0.931483,0.672818
10,0.903427,0.683124
11,0.876085,0.692124
12,0.863494,0.696340
13,0.840778,0.708867
14,0.821607,0.712896
15,0.800913,0.720065
16,0.791160,0.724305
17,0.779698,0.727438
18,0.770076,0.731446
19,0.758425,0.735326
20,0.756228,0.735798
21,0.744054,0.740361
22,0.740065,0.741860
23,0.735743,0.745484
24,0.733694,0.745552
25,0.718209,0.749748
26,0.715181,0.750168
27,0.714675,0.753001
28,0.712586,0.752785
29,0.700863,0.755878
30,0.698122,0.756949
31,0.695256,0.757269
32,0.689043,0.759795
33,0.686650,0.760350
34,0.681652,0.763187
35,0.676254,0.765705
36,0.676235,0.765125
37,0.674969,0.765421
38,0.671929,0.766252
39,0.664564,0.767967
40,0.667883,0.766600
41,0.660547,0.769613
42,0.665004,0.768502
43,0.653336,0.770712
44,0.656709,0.770209
45,0.654927,0.771020
46,0.641472,0.775432
47,0.644711,0.772570
48,0.642963,0.776654
49,0.654518,0.770404
50,0.642286,0.776467
51,0.638960,0.776439
52,0.635389,0.777334
53,0.630825,0.780335
54,0.629128,0.779204
55,0.633060,0.779699
56,0.629596,0.781494
57,0.624927,0.781877
58,0.632605,0.779895
59,0.624734,0.781142
60,0.626336,0.780627
61,0.612763,0.787012
62,0.620780,0.784359
63,0.621596,0.782721
64,0.615096,0.785194
65,0.609170,0.787020
66,0.612651,0.784791
67,0.609721,0.789270
68,0.607653,0.787672
69,0.609282,0.786337
70,0.607376,0.788615
71,0.609913,0.788743
72,0.600317,0.790769
73,0.606516,0.787112
74,0.611313,0.785098
75,0.600281,0.789986
76,0.593841,0.795316
77,0.603476,0.788987
78,0.599830,0.791216
79,0.602767,0.787924
80,0.598946,0.788687
81,0.592090,0.791728
82,0.597159,0.789978
83,0.597491,0.793434
84,0.587746,0.795001
85,0.586161,0.795309
86,0.594363,0.792735
87,0.595100,0.792747
88,0.587735,0.793730
89,0.585424,0.794373
90,0.587814,0.796304
91,0.587526,0.794118
92,0.592555,0.793478
93,0.585273,0.795273
94,0.576739,0.799764
95,0.582275,0.797406
96,0.582316,0.797498
97,0.588325,0.795289
98,0.583220,0.794821
99,0.578410,0.799121
100,0.579367,0.797734
101,0.581367,0.797458
102,0.575593,0.798521
103,0.579611,0.798969
104,0.574704,0.800156
105,0.575709,0.798334
106,0.574540,0.802114
107,0.575638,0.798713
108,0.586377,0.795652
109,0.576184,0.800092
110,0.573190,0.800951
111,0.579055,0.798230
112,0.572638,0.799716
113,0.565807,0.802933
114,0.568191,0.803153
115,0.575158,0.800831
116,0.566994,0.804640
117,0.563618,0.801762
118,0.569911,0.800807
119,0.574732,0.801614
120,0.568858,0.801191
121,0.563196,0.803652
122,0.567749,0.804044
123,0.571856,0.801067
124,0.565061,0.803652
125,0.566606,0.802793
126,0.560563,0.805271
127,0.557178,0.806410
128,0.565556,0.804236
129,0.557443,0.803668
130,0.571494,0.799808
131,0.563018,0.804016
132,0.563471,0.805139
133,0.569014,0.802845
134,0.564805,0.803329
135,0.555813,0.805031
136,0.564846,0.802554
137,0.559362,0.803756
138,0.559994,0.805822
139,0.556632,0.804943
140,0.569706,0.801175
141,0.558524,0.804819
142,0.557827,0.805283
143,0.561434,0.805515
144,0.556475,0.807101
145,0.556269,0.804767
146,0.557527,0.805495
147,0.558479,0.803928
