148,0.550063,0.808999
149,0.552271,0.808700
150,0.550232,0.807337
151,0.555797,0.804568
152,0.554435,0.806238
153,0.557439,0.804296
154,0.558612,0.806230
155,0.550280,0.806833
156,0.550332,0.807904
157,0.549206,0.807421
158,0.552653,0.809171
159,0.554114,0.805790
160,0.450505,0.843838
161,0.403279,0.860026
162,0.383975,0.866696
163,0.368529,0.871316
164,0.361196,0.874836
165,0.358499,0.875088
166,0.354218,0.875803
167,0.349514,0.878321
168,0.338463,0.882585
169,0.342640,0.881298
170,0.339704,0.880818
171,0.334898,0.884595
172,0.338690,0.883468
173,0.329552,0.886421
174,0.331794,0.884879
175,0.325002,0.887620
176,0.326589,0.886137
177,0.322358,0.886497
178,0.321764,0.888119
179,0.312512,0.890197
180,0.321427,0.888795
181,0.317411,0.889994
182,0.308805,0.892359
183,0.321209,0.888083
184,0.310192,0.891125
185,0.314765,0.890201
186,0.312714,0.890497
187,0.311367,0.890413
188,0.307384,0.893211
189,0.305901,0.893834
190,0.308717,0.892587
191,0.306435,0.892903
192,0.304205,0.893418
193,0.304550,0.893810
194,0.306017,0.893147
195,0.301569,0.893994
196,0.307016,0.892399
197,0.297254,0.896407
198,0.302523,0.895936
199,0.306105,0.893766
200,0.288545,0.900132
201,0.280033,0.903297
202,0.276688,0.904751
203,0.271161,0.906086
204,0.273477,0.905367
205,0.268485,0.906674
206,0.268048,0.907333
207,0.266938,0.907561
208,0.270614,0.905319
209,0.271557,0.904628
210,0.265719,0.907097
211,0.272469,0.905423
212,0.265113,0.909855
213,0.261150,0.910734
214,0.262265,0.908816
215,0.261608,0.910170
216,0.260220,0.909627
217,0.260029,0.910602
218,0.262988,0.910450
219,0.261904,0.908927
220,0.258720,0.911437
221,0.263788,0.909179
222,0.261177,0.910482
223,0.257749,0.910426
224,0.262451,0.909950
225,0.263544,0.909735
226,0.259587,0.911153
227,0.256494,0.911753
228,0.259940,0.909867
229,0.266314,0.907661
230,0.259443,0.909259
231,0.256232,0.910562
232,0.261290,0.909519
233,0.257548,0.910614
234,0.254434,0.912380
235,0.257621,0.910674
236,0.260978,0.909195
237,0.253212,0.911965
238,0.259062,0.909355
239,0.260441,0.909891
